hhid|Regular_Carbonated|Juice|Baking_Supplies|Spices|Bottled_Water|Bath_Tissue|Baking
100001006|1|1|1|1|1|1|1
100001010|1|1|1|1|1|1|1
100001032|0|1|1|0|0|0|1
100001036|1|1|0|0|0|1|0
100001046|1|1|1|1|1|1|1
100001055|0|0|0|0|1|1|0
100001056|1|1|0|1|0|0|0
100001059|0|0|1|1|0|0|1
100001066|0|1|0|1|0|0|0
100001068|1|1|1|1|1|1|0
100001070|1|1|1|1|0|1|1
100001071|1|0|0|1|0|0|0
100001078|1|0|1|0|1|1|1
100001085|1|1|0|1|1|0|0
100001096|0|0|1|0|0|1|1
100001100|1|1|1|1|1|1|1
100001111|1|1|0|1|1|0|0
100001124|0|0|1|0|0|0|1
100001144|0|1|0|0|0|0|0
100001147|1|1|0|0|0|1|0
100001151|0|0|1|1|0|0|1
100001157|1|1|1|1|1|1|1
100001170|1|1|0|0|0|1|0
100001172|1|1|0|1|1|0|0
100001174|0|0|1|1|1|0|1
100001190|1|1|1|1|1|1|1
100001194|1|1|0|0|1|0|0
100001204|1|1|1|1|1|1|1
100001221|1|1|1|1|1|1|1
100001235|1|1|1|1|1|1|1
100001240|1|1|1|1|1|1|1
100001244|1|1|1|1|1|0|1
100001254|0|0|1|0|0|0|0
100001263|1|1|1|1|0|1|1
100001268|0|0|0|1|1|0|0
100001273|0|0|1|0|0|1|0
100001283|0|0|1|0|0|0|0
100001294|1|1|1|1|1|1|1
100001296|1|1|1|1|1|0|1
100001299|1|0|0|0|1|1|0
100001305|1|0|1|1|0|1|1
100001309|1|1|1|1|1|1|1
100001311|0|0|1|0|0|1|1
100001315|1|1|1|1|1|1|1
100001316|1|1|1|1|1|1|1
100001323|0|0|0|1|0|0|0
100001331|0|0|0|0|0|1|0
100001338|1|1|1|1|1|1|1
100001343|0|0|0|1|0|0|0
100001345|0|1|1|1|1|0|1
100001352|0|0|1|1|0|0|1
100001359|1|1|0|0|1|0|0
100001360|0|0|0|0|0|1|0
100001364|0|0|1|0|0|0|1
100001365|0|0|0|1|0|0|0
100001366|1|1|0|1|1|0|0
100001370|1|0|0|0|0|1|0
100001372|0|0|1|1|0|1|1
100001373|0|0|1|1|0|1|1
100001378|1|1|1|1|1|0|1
100001383|0|0|1|0|0|0|0
100001385|1|1|1|1|1|1|1
100001386|0|1|1|1|0|0|1
100001388|1|1|1|1|1|1|1
100001391|1|1|1|1|1|1|1
1000014|0|0|0|1|0|0|0
100001406|0|0|1|1|1|1|1
100001412|1|1|0|0|1|1|0
100001441|0|0|1|1|0|0|0
100001456|1|0|0|1|0|0|0
10000146|1|1|1|1|1|1|0
100001461|1|1|1|1|1|1|1
100001463|1|1|1|1|1|1|1
100001465|1|1|1|1|1|0|1
100001466|0|0|1|1|0|0|1
100001471|1|1|1|1|1|1|1
100001474|1|1|1|1|1|1|1
100001482|1|1|1|1|1|1|1
100001485|1|1|1|1|1|1|1
100001489|0|1|1|1|0|1|1
1000015|1|1|1|1|1|1|1
10000151|0|1|1|0|0|1|1
100001512|1|1|1|1|1|1|1
100001520|0|0|1|1|0|0|0
100001528|0|0|1|1|0|0|1
100001529|0|1|1|1|1|0|1
100001533|0|0|1|1|0|0|1
100001534|0|0|1|0|0|0|0
100001537|1|0|0|0|0|0|0
100001540|0|0|1|0|0|0|0
100001548|1|1|0|1|1|1|0
100001550|1|1|1|1|1|1|1
100001572|1|1|1|1|1|1|1
100001573|1|1|1|1|1|1|1
100001580|0|0|0|0|0|1|0
100001581|0|0|0|0|0|1|0
100001589|0|0|0|1|0|0|0
100001594|1|1|1|1|1|1|1
100001598|0|0|1|0|0|0|0
100001606|1|1|1|1|1|0|1
100001607|0|1|0|1|0|0|0
100001608|0|0|0|0|1|0|0
100001610|0|0|1|0|0|0|0
100001613|0|0|1|0|0|0|0
100001635|0|0|1|0|0|1|0
100001650|1|0|0|0|0|1|0
100001662|0|0|0|1|0|0|0
100001664|0|0|1|0|0|0|1
100001672|1|1|1|1|1|1|1
100001681|0|1|1|1|1|1|1
100001684|0|0|0|0|0|1|0
100001689|0|1|1|1|1|0|1
100001690|1|1|1|1|1|0|0
100001691|1|1|0|0|0|0|0
100001698|0|0|1|0|0|0|0
100001710|0|0|0|1|0|0|0
100001716|1|1|1|1|1|1|1
100001717|0|0|1|0|0|0|1
100001719|1|0|0|0|0|0|0
100001726|1|1|1|1|1|1|0
100001730|0|0|1|1|0|0|1
100001732|0|0|0|1|0|0|0
100001747|0|0|0|0|1|1|0
100001748|0|0|1|1|1|0|1
100001750|1|1|1|1|1|1|1
100001771|1|1|1|0|1|1|1
100001775|1|1|0|1|1|1|0
100001785|0|0|0|0|0|1|0
100001787|1|1|1|1|1|0|1
100001788|0|0|1|1|0|1|1
100001791|0|0|1|0|0|1|1
100001797|0|0|1|0|0|0|1
10000180|1|1|1|1|1|1|1
100001802|1|0|0|1|0|0|0
100001811|1|1|1|1|1|1|1
100001824|0|0|1|0|0|0|1
100001848|1|1|1|1|1|1|0
100001858|1|1|1|1|1|1|1
100001861|0|0|1|0|1|0|1
100001862|0|0|0|0|0|1|0
100001871|1|1|1|1|1|1|1
100001873|1|1|1|1|1|1|1
100001874|1|1|0|0|0|0|0
100001887|0|0|0|1|0|0|0
100001890|0|0|1|0|0|0|1
100001892|1|0|1|0|1|0|1
100001894|1|1|1|1|1|1|1
100001904|0|0|1|1|1|0|1
100001917|1|1|1|1|1|0|0
100001918|1|1|1|1|1|0|1
10000192|0|0|0|1|0|0|0
100001921|1|0|0|1|0|0|0
100001925|0|0|1|0|0|0|1
100001930|0|0|0|1|1|0|0
100001933|1|0|0|0|0|0|0
100001934|0|0|1|0|0|1|1
10000194|0|0|1|0|0|0|1
100001959|0|0|0|1|0|0|0
100001970|1|0|0|0|0|0|0
100001974|0|0|1|0|0|0|1
100001977|1|1|0|0|1|0|0
100001981|0|0|0|1|0|0|0
100001990|1|1|1|1|1|1|1
10000200|0|0|1|1|0|0|1
100002013|0|0|1|0|0|0|1
100002019|1|1|1|1|1|1|1
100002034|0|0|1|0|0|0|1
100002038|0|1|1|1|1|1|1
100002039|0|0|1|0|0|0|1
100002040|0|0|0|1|0|0|0
100002044|0|1|1|1|1|1|1
100002050|0|0|0|1|0|0|0
100002063|1|0|0|0|0|0|0
100002067|1|1|1|1|1|1|1
100002081|0|0|0|1|0|0|0
100002090|1|1|1|1|1|1|1
100002097|1|0|0|0|0|1|0
100002098|1|1|1|1|1|1|1
100002099|1|0|0|0|0|1|0
1000021|0|0|1|0|0|0|0
100002102|1|1|1|1|1|1|1
100002109|1|1|1|1|1|1|1
100002111|1|1|0|0|0|0|0
100002113|0|0|1|1|0|0|1
100002118|0|0|0|1|0|0|0
100002123|0|0|1|1|0|1|1
100002131|1|1|1|0|1|1|0
100002141|1|1|1|1|1|1|1
100002147|1|1|1|1|1|1|1
100002150|1|1|1|1|1|1|1
100002157|1|1|0|0|0|0|0
100002161|0|0|1|1|1|0|1
100002166|0|0|0|0|0|1|0
100002175|1|1|1|1|1|1|1
100002182|1|1|0|0|0|1|0
100002197|1|1|1|1|1|1|1
100002243|1|0|0|0|0|1|0
100002247|0|0|0|0|0|1|0
100002251|1|0|1|1|0|1|1
100002260|1|1|1|1|1|1|1
100002282|0|0|0|0|0|1|0
100002287|1|1|1|1|1|1|1
1000023|1|1|1|1|1|1|1
100002363|1|1|1|1|1|1|1
100002378|1|1|1|1|1|1|1
100002381|1|1|1|1|1|1|1
100002392|0|1|1|1|0|0|1
100002399|0|1|0|0|0|0|0
100002412|1|1|1|1|1|1|1
100002421|1|1|1|1|1|1|1
100002424|1|1|1|1|0|1|1
100002425|0|1|1|1|1|1|1
100002426|0|1|1|1|1|1|1
100002433|1|1|1|1|1|1|1
100002441|0|0|0|1|0|0|0
100002444|1|1|0|1|1|1|0
100002455|1|1|1|1|1|1|1
100002466|1|1|1|1|1|1|1
100002478|1|1|1|1|1|0|1
100002479|1|1|0|0|1|0|0
100002488|0|0|1|1|0|1|1
100002492|1|1|1|1|1|1|1
1000025|0|0|1|1|1|0|1
100002509|0|1|1|1|1|0|1
100002512|0|0|1|1|0|0|1
100002540|0|0|1|1|0|0|1
100002543|0|0|0|1|0|0|0
100002551|0|1|1|1|1|0|1
100002555|1|0|1|1|0|1|1
100002561|1|0|1|0|0|1|1
100002574|0|0|1|0|0|0|0
100002577|1|1|0|0|0|1|0
100002593|1|0|0|0|0|1|0
100002595|1|1|1|1|1|1|1
100002616|1|1|1|1|1|1|1
100002623|0|0|1|1|0|0|1
100002636|1|1|0|1|1|0|0
100002640|1|0|0|0|0|0|0
100002644|1|1|1|1|1|1|1
100002659|1|1|1|1|1|1|1
100002660|1|0|0|0|0|0|0
100002661|1|1|0|1|1|0|0
100002662|1|1|1|1|1|1|1
100002664|1|1|1|1|1|1|1
100002675|1|1|0|0|1|1|0
100002680|1|1|0|1|1|0|0
100002694|0|1|1|1|1|0|1
100002703|1|1|1|1|1|1|1
100002707|1|1|0|1|1|1|0
100002748|1|1|1|1|0|1|0
100002763|1|1|1|1|1|1|1
100002774|1|1|1|1|1|1|1
100002788|1|1|1|1|1|1|1
100002796|0|0|1|0|0|0|1
100002802|1|1|0|1|1|1|0
100002816|1|1|1|1|1|1|1
100002822|0|0|1|0|0|0|1
100002823|1|1|1|1|1|1|1
100002830|1|1|1|1|0|1|1
100002834|1|0|1|0|0|1|0
100002839|1|1|1|1|1|1|1
100002840|0|1|0|0|1|0|0
100002852|1|1|1|1|1|1|1
100002894|0|1|0|0|0|0|0
100002898|1|0|1|0|0|1|1
1000029|0|0|1|0|0|1|0
100002904|1|1|1|1|1|1|0
100002907|0|1|1|1|1|1|1
100002911|0|0|1|1|1|0|1
100002925|0|1|1|1|0|0|1
100002943|0|0|1|0|0|0|1
100002979|0|0|1|0|0|0|1
100002989|1|1|0|1|1|1|0
100002999|1|1|1|1|1|1|1
100003008|1|1|1|0|1|1|0
100003013|0|0|0|0|1|0|0
100003014|1|1|0|0|0|0|0
100003016|0|1|1|1|1|0|1
100003025|1|1|1|1|1|1|1
100003028|1|1|1|1|1|1|1
100003033|1|1|1|1|1|1|1
100003036|0|0|0|1|0|1|0
100003038|0|0|0|1|0|0|0
100003055|1|1|0|1|1|1|0
100003056|0|0|0|1|0|0|0
100003085|1|1|1|1|1|1|1
100003086|0|0|0|1|0|0|0
100003087|1|1|0|1|1|1|0
100003092|0|0|1|1|0|0|1
100003107|0|0|1|1|0|1|1
100003113|1|0|1|1|0|0|1
100003120|1|0|0|0|0|0|0
100003127|1|1|1|1|1|1|1
100003150|1|1|1|1|1|1|1
100003160|1|1|1|0|1|1|1
100003175|1|1|1|1|1|1|1
100003180|0|0|0|1|1|0|0
100003185|0|0|1|0|0|0|0
100003188|1|1|1|1|1|1|1
1000032|0|0|1|1|0|0|1
100003210|1|1|1|1|1|1|1
100003223|1|0|1|1|0|1|1
100003227|1|1|1|1|1|1|1
100003231|0|0|1|1|1|0|1
100003241|1|1|1|1|1|0|1
100003258|0|0|0|1|0|0|0
100003265|0|0|0|1|0|1|0
100003270|1|1|0|1|0|0|0
100003277|0|0|1|1|0|0|1
100003278|1|1|1|1|1|1|1
100003280|1|1|1|1|1|0|1
100003294|0|0|1|0|0|0|0
100003298|1|0|0|0|0|1|0
100003303|0|0|1|1|0|0|1
100003323|1|1|1|1|1|1|1
100003328|0|0|1|0|0|0|0
100003338|1|1|1|1|1|1|1
100003350|1|0|0|1|0|1|0
100003352|1|1|1|0|1|1|1
100003357|0|0|1|0|0|0|1
100003397|1|1|0|1|1|1|0
100003404|0|0|1|0|0|1|1
100003424|1|1|0|0|0|0|0
100003431|1|1|1|1|1|0|1
100003436|1|1|1|1|0|1|1
100003443|1|1|0|0|0|0|0
100003449|1|1|1|1|1|1|1
100003460|0|1|0|0|0|0|0
100003461|1|1|1|1|1|1|1
100003462|0|0|1|1|0|0|1
100003464|1|1|1|1|1|0|1
10000348|1|1|1|1|1|1|1
100003485|1|1|1|1|1|0|1
100003494|1|1|1|1|1|1|1
100003498|1|1|1|1|1|1|1
1000035|0|0|0|1|0|0|0
100003503|1|0|0|0|0|1|0
100003509|1|1|1|1|1|1|1
100003515|1|1|1|1|1|1|1
100003517|1|1|1|1|1|1|0
100003526|1|1|0|0|0|1|0
100003530|0|0|0|0|0|1|0
100003532|0|0|1|1|0|0|1
100003544|1|1|1|1|1|1|1
100003557|1|1|1|1|0|1|1
100003574|0|0|1|0|0|0|1
100003578|1|0|0|0|1|1|0
100003593|1|1|1|1|1|1|1
100003599|1|1|1|1|1|1|1
1000036|0|0|1|0|0|0|1
100003611|1|1|1|1|0|1|1
100003634|1|1|1|1|1|0|0
100003649|1|1|1|1|1|1|1
100003666|0|0|1|1|0|0|1
100003674|1|1|1|1|1|1|1
100003680|1|1|0|0|0|0|0
1000037|0|0|1|1|0|0|1
100003709|0|1|1|1|1|0|1
100003724|1|1|1|1|1|1|1
100003729|1|0|0|0|0|0|0
100003746|1|1|1|0|0|1|0
100003757|0|0|1|0|0|0|0
100003759|1|1|0|1|1|0|0
100003770|1|1|0|1|1|1|0
100003794|0|0|0|1|0|0|0
100003796|1|1|1|1|1|1|1
100003810|0|0|1|0|0|0|0
10000382|0|0|1|1|0|0|1
100003820|1|1|1|1|1|1|1
100003837|1|1|1|1|1|1|1
100003838|0|1|0|1|0|1|0
100003839|1|1|1|1|1|1|1
100003841|0|1|1|1|1|0|1
100003846|1|1|1|1|1|0|1
100003856|1|1|1|1|1|1|1
100003896|0|0|1|0|0|0|0
100003901|1|1|1|1|1|1|1
100003908|1|1|1|0|1|1|1
100003913|1|1|0|1|1|1|0
100003918|1|1|0|1|1|1|0
100003928|1|1|1|1|1|0|1
100003937|1|1|1|1|1|1|1
100003938|1|1|1|1|1|1|1
100003939|1|1|1|1|1|1|1
100003941|1|1|1|1|1|1|1
100003944|1|1|0|1|0|1|0
100003956|1|1|1|1|1|1|1
100003967|0|0|0|0|0|1|0
100003970|0|0|0|1|0|0|0
100003980|1|0|0|0|0|1|0
100003991|1|1|1|1|1|1|1
100003992|1|1|1|1|1|1|1
100004|1|1|1|0|1|1|1
1000040|0|0|1|1|0|0|1
100004003|0|0|0|0|1|1|0
100004013|1|0|0|0|0|0|0
100004046|1|1|1|1|0|1|1
100004055|1|1|0|0|0|1|0
100004062|1|1|1|1|1|1|1
100004064|1|1|0|0|0|0|0
100004070|1|1|1|1|1|1|1
100004086|0|1|1|0|0|0|1
100004088|0|1|0|0|0|1|0
100004089|1|1|1|1|0|0|0
100004096|1|1|0|0|0|0|0
100004101|1|0|1|1|1|1|1
100004115|0|0|0|1|0|0|0
100004126|1|1|1|1|1|0|1
100004127|0|1|1|0|0|0|1
100004134|0|0|1|1|1|0|0
100004140|0|1|1|1|1|0|1
100004146|1|0|0|0|0|0|0
100004152|0|0|1|0|0|0|1
100004154|1|0|0|0|0|0|0
100004163|0|0|0|0|0|1|0
100004170|0|0|1|1|0|0|1
100004184|1|1|0|0|1|0|0
100004211|1|1|1|0|0|1|1
100004227|1|0|0|0|0|1|0
100004253|1|1|0|1|1|1|0
100004255|1|1|1|1|1|1|1
100004258|0|1|0|0|0|0|0
100004260|1|1|1|1|0|0|1
100004284|1|1|1|1|1|1|1
100004316|1|1|0|0|0|0|0
10000432|0|0|1|1|0|0|1
100004321|0|1|1|1|1|1|1
100004338|1|1|1|1|1|1|1
100004341|1|1|1|1|1|1|1
100004362|1|1|1|1|1|1|1
100004378|1|0|0|1|0|0|0
100004386|0|0|0|1|1|0|0
10000439|1|1|1|1|1|1|1
100004390|0|0|1|1|0|0|1
100004424|0|1|1|1|1|0|1
100004427|1|0|0|0|0|0|0
100004444|0|0|1|1|0|0|1
100004446|1|0|0|0|0|0|0
100004447|1|1|1|1|1|1|1
100004450|1|0|1|0|0|1|0
100004452|0|0|1|1|1|0|1
100004464|1|1|1|1|1|1|1
100004465|0|0|1|1|0|0|1
100004469|1|1|1|1|1|1|1
10000447|0|1|1|1|0|0|1
100004478|1|1|1|1|1|1|0
100004503|1|1|0|0|0|1|0
100004512|1|1|1|1|1|1|1
100004522|1|1|1|1|1|1|1
100004526|1|0|0|0|1|0|0
100004530|0|0|0|1|0|0|0
100004549|1|1|1|1|1|1|1
100004557|1|1|1|0|0|1|1
100004559|0|0|1|0|0|1|0
100004560|1|1|0|0|0|0|0
100004561|1|1|0|0|1|1|0
10000458|0|0|1|1|0|0|1
100004588|1|0|0|1|0|0|0
100004592|1|1|0|1|0|0|0
100004598|1|1|1|1|0|1|1
100004600|1|1|1|1|1|1|1
100004605|1|0|1|0|0|1|0
100004610|0|0|1|1|0|0|1
100004615|1|1|0|1|1|1|0
100004620|1|1|1|1|0|1|1
100004623|0|0|1|0|0|0|1
100004625|1|1|1|1|1|1|1
100004627|0|0|1|1|0|0|1
100004634|1|0|0|0|0|0|0
100004665|0|0|1|0|0|0|1
100004678|1|1|1|1|1|1|1
100004691|0|1|1|1|1|1|1
100004698|0|0|1|0|0|1|1
1000047|0|0|1|0|0|0|1
100004711|1|1|1|1|1|1|1
100004712|0|0|1|0|0|1|1
100004719|1|1|1|1|1|0|1
100004742|1|1|0|1|1|1|0
100004757|1|1|0|1|1|0|0
100004767|1|1|1|1|1|0|1
100004768|1|1|1|1|1|1|0
100004776|1|1|1|1|1|1|1
100004790|1|1|0|1|1|1|0
100004795|0|1|1|1|0|1|1
100004803|1|0|0|1|1|0|0
100004812|1|1|0|1|1|0|0
100004819|1|0|0|0|0|0|0
100004820|1|1|0|0|0|0|0
100004826|1|1|1|1|1|1|1
100004828|1|1|0|1|1|1|0
100004838|1|1|1|1|1|1|1
100004847|1|1|1|1|1|1|1
100004853|0|0|0|0|0|1|0
100004855|0|0|0|0|0|1|0
100004857|1|1|0|0|0|0|0
100004869|0|0|1|1|0|0|1
10000487|1|1|1|1|1|1|0
100004884|1|1|0|0|0|1|0
100004894|1|1|1|1|1|0|1
100004905|0|0|1|0|0|1|1
100004907|0|0|1|1|0|0|1
100004910|1|1|1|1|1|1|1
100004916|1|1|1|1|1|1|1
100004973|0|0|0|1|0|0|0
100004976|1|1|0|1|1|0|0
100004992|1|0|0|0|0|0|0
100004998|1|1|1|1|1|1|1
100005011|0|0|1|1|0|0|0
100005017|1|1|1|1|1|1|1
100005020|0|1|1|1|1|0|1
100005023|1|1|0|0|0|0|0
100005026|1|1|1|1|1|1|1
100005028|1|0|0|0|0|1|0
100005046|0|0|1|1|0|0|1
100005052|0|0|1|1|1|0|1
100005076|0|0|1|0|0|1|1
100005077|1|1|0|0|0|1|0
100005082|0|0|1|1|0|0|1
100005109|1|1|1|1|1|1|1
100005126|0|1|0|1|1|1|0
100005130|1|1|1|1|1|1|1
100005132|1|1|1|0|0|1|1
100005153|1|1|1|0|0|1|1
100005155|1|1|1|1|1|1|1
100005166|1|1|1|1|1|1|0
100005173|1|0|0|0|0|0|0
100005174|1|0|1|1|0|1|1
100005181|0|1|1|1|1|0|1
100005200|1|1|1|0|1|0|1
100005211|1|0|1|0|0|1|0
100005216|1|1|1|1|1|1|1
100005231|1|0|1|0|1|1|1
100005235|0|0|0|1|0|0|0
100005239|1|1|1|1|1|1|1
100005242|1|0|1|1|1|1|1
100005252|0|0|1|0|0|0|0
100005263|1|1|1|1|1|1|1
100005272|1|1|1|1|1|1|1
100005291|0|0|0|0|1|0|0
100005292|0|0|1|1|0|0|1
100005302|1|1|0|0|1|1|0
100005304|1|1|1|1|1|1|1
100005310|1|1|1|1|1|1|1
100005315|0|1|1|1|0|0|1
100005317|0|0|1|1|0|0|1
100005321|0|0|1|0|0|0|1
100005351|1|0|0|0|0|0|0
100005370|0|0|1|1|0|0|1
100005388|1|1|1|1|1|1|1
10000541|0|0|1|1|0|0|1
100005426|1|1|1|1|1|0|0
100005439|1|1|1|1|1|1|1
100005454|1|0|1|1|1|1|1
100005468|1|1|1|1|1|1|1
100005472|1|1|1|1|1|1|1
100005486|0|0|1|1|1|0|1
100005504|1|1|1|1|1|1|1
100005509|1|1|1|1|1|1|1
100005513|0|0|1|0|0|0|1
100005518|1|1|1|1|1|1|1
10000552|0|0|1|1|0|0|0
100005522|1|1|1|1|1|1|1
100005528|0|0|1|0|0|1|0
10000554|0|0|1|1|0|0|1
100005548|1|1|1|1|1|0|1
100005549|1|1|0|1|0|1|0
100005555|1|0|1|0|0|0|1
100005563|1|1|1|1|1|1|1
100005574|1|1|1|1|1|1|1
100005585|1|1|1|1|1|1|1
100005595|1|0|0|0|1|0|0
100005601|1|1|1|1|1|1|1
100005602|0|0|1|1|1|0|1
100005604|1|1|1|1|1|1|1
100005621|0|1|0|1|0|0|0
100005636|1|1|1|1|1|1|0
100005637|1|1|1|1|1|1|1
100005643|0|0|0|0|0|1|0
100005651|1|1|1|1|1|1|1
100005653|0|0|1|1|0|0|1
100005654|0|0|1|1|1|0|1
100005659|0|0|1|0|0|0|0
100005663|1|0|0|0|0|0|0
100005664|1|1|0|0|0|1|0
100005676|0|0|1|1|0|0|0
100005679|1|1|1|1|1|1|1
100005681|1|0|0|0|0|1|0
100005686|0|0|1|1|0|0|0
100005698|0|0|1|1|1|0|1
100005703|1|1|1|1|0|0|1
100005718|1|0|0|0|0|0|0
100005724|1|1|0|0|0|1|0
100005738|0|0|1|0|0|0|1
100005750|1|1|1|1|1|1|1
100005755|1|1|1|1|1|1|1
100005756|1|1|1|1|1|1|1
100005758|1|1|1|1|1|1|1
100005763|1|0|0|0|0|1|0
100005789|1|1|1|1|1|1|1
1000058|0|0|1|0|0|0|1
100005805|1|0|0|0|0|0|0
100005822|1|1|1|0|1|1|0
100005824|1|0|1|0|0|1|0
100005828|0|1|1|1|1|0|1
100005829|0|1|1|1|1|0|1
100005831|1|1|1|1|1|1|1
100005832|0|0|1|1|0|0|1
100005835|1|1|0|1|0|0|0
100005840|0|0|0|1|0|0|0
100005861|1|0|0|0|0|1|0
100005876|1|1|0|1|1|1|0
100005900|1|1|0|1|1|0|0
100005903|1|1|1|1|1|1|1
100005915|1|1|1|1|1|1|1
100005919|1|1|1|1|1|1|1
100005926|1|1|1|1|1|1|1
100005934|1|0|0|0|0|0|0
100005946|0|0|0|0|0|1|0
100005947|1|1|0|1|1|1|0
100005952|1|1|1|1|1|1|1
100005959|0|0|1|0|0|1|1
100005960|0|1|1|1|1|0|1
100005971|0|0|0|1|0|0|0
100005975|0|0|1|1|0|0|1
100005997|1|1|1|1|1|1|1
100006006|0|0|1|1|1|0|1
100006016|0|0|0|1|0|0|0
100006028|1|1|1|1|1|1|1
100006030|0|0|0|1|0|0|0
100006034|1|1|1|1|1|0|1
100006045|1|1|1|1|1|1|1
100006047|0|0|0|0|0|1|0
